Fecha de extracción,Hora ejecución,Timestamp ejecución,Ciudad,Nombre,Promoción (texto),Descuento normal (%),Rating,Reviews Number,Categoria,Link,Prime,Descuento prime,Tipo de reparto,Estado
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,sevilla,MOKAMBO | Plaza Nueva,-30% todo el menú,-30,100%,(12),-,https://glovoapp.com/es/es/sevilla/stores/mokambo-plaza-nueva-sevilla,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,sevilla,Sibuya,-,-,95%,(132),-,https://glovoapp.com/es/es/sevilla/stores/sibuya-3,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,sevilla,Dulces y Golosinas Wonkandy,-,-,--,-,-,https://glovoapp.com/es/es/sevilla/stores/wonkandy-sevilla,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,sevilla,BASICS by Goiko,-,-,80%,(10),-,https://glovoapp.com/es/es/sevilla/stores/basics-by-goiko-sevilla,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,sevilla,Buga Ramen,-,-,96%,(108),-,https://glovoapp.com/es/es/sevilla/stores/buga-ramen-sevilla,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,madrid,Cientotreintagrados,-,-,99%,(187),-,https://glovoapp.com/es/es/madrid/stores/cientotreintagrados,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,madrid,Los Platos de la Abuela,-,-,--,-,-,https://glovoapp.com/es/es/madrid/stores/los-platos-de-la-abuela-madrid,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,madrid,Enlagloria Salad House,-,-,98%,(321),-,https://glovoapp.com/es/es/madrid/stores/enlagloria-salad-house-madrid,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,madrid,Ajeosee Chicken,-,-,--,-,-,https://glovoapp.com/es/es/madrid/stores/ajeosee-chicken-madrid,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,madrid,Sakai Gourmet,-40% algunos productos | -45% con Prime,-45,100%,(21),-,https://glovoapp.com/es/es/madrid/stores/sushi-gourmet-madrid,Sí,-40,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,barcelona,VICIO,-,-,97%,(394),-,https://glovoapp.com/es/es/barcelona/stores/vicio-barcelona,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,barcelona,Mustafa's Can Gemüse Kebap (Universidad),-10% algunos productos,-10,96%,(500+),-,https://glovoapp.com/es/es/barcelona/stores/mustafa-cans-gemuse-kebap-barcelona,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,barcelona,Wok To Walk,-,-,96%,(500+),-,https://glovoapp.com/es/es/barcelona/stores/wok-to-walk-bcn,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,barcelona,CocoaCabana,2x1 algunos productos | -25% algunos productos,-25,93%,(277),-,https://glovoapp.com/es/es/barcelona/stores/la-guarra-burger-barcelona,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,barcelona,Lamif,-,-,99%,(303),-,https://glovoapp.com/es/es/barcelona/stores/obuns-barcelona,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,las-palmas-de-gran-canaria,ADK Doner Kebab,-,-,96%,(159),-,https://glovoapp.com/es/es/las-palmas-de-gran-canaria/stores/adk-doner-kebab-las-palmas-de-gran-canaria,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,las-palmas-de-gran-canaria,Hamburguesería La Explosiva,-10% todo el menú | -15% todo el menú,-10,90%,(81),-,https://glovoapp.com/es/es/las-palmas-de-gran-canaria/stores/hamburgueseria-la-explosiva-las-palmas-de-gran-canaria,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,las-palmas-de-gran-canaria,MeLoComo,-,-,100%,(109),-,https://glovoapp.com/es/es/las-palmas-de-gran-canaria/stores/melocomo-las-palmas-de-gran-canaria,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,las-palmas-de-gran-canaria,Samurai,-,-,98%,(73),-,https://glovoapp.com/es/es/las-palmas-de-gran-canaria/stores/samurai-ii,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,las-palmas-de-gran-canaria,Hamburgueseria coco loco,2x1 algunos productos,-,100%,(16),-,https://glovoapp.com/es/es/las-palmas-de-gran-canaria/stores/bar-cafeteria-hermanos-gonzales-las-palmas-de-gran-canaria,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,tenerife-santa-cruz-la-laguna,McDonald's®,2x1 algunos productos,-,93%,(500+),-,https://glovoapp.com/es/es/tenerife-santa-cruz-la-laguna/stores/mcdonalds-tnf,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,tenerife-santa-cruz-la-laguna,Kebab Salad,-,-,95%,(208),-,https://glovoapp.com/es/es/tenerife-santa-cruz-la-laguna/stores/kebab-salad-tfn,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,tenerife-santa-cruz-la-laguna,Tenerife Kebab,-,-,96%,(28),-,https://glovoapp.com/es/es/tenerife-santa-cruz-la-laguna/stores/tenerife-kebab-tenerife,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,tenerife-santa-cruz-la-laguna,Comidas Para Llevar Los Teques,-,-,100%,(78),-,https://glovoapp.com/es/es/tenerife-santa-cruz-la-laguna/stores/comidas-para-llevar-los-teques-tenerife,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,tenerife-santa-cruz-la-laguna,Smash Crab - Seafood & Burger,-,-,--,-,-,https://glovoapp.com/es/es/tenerife-santa-cruz-la-laguna/stores/smash-crab-seafood-and-burger-tenerife,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,zaragoza,Ribs,-,-,97%,(71),-,https://glovoapp.com/es/es/zaragoza/stores/ribs-zaragoza,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,zaragoza,La Tartine Gourmande,-,-,95%,(60),-,https://glovoapp.com/es/es/zaragoza/stores/la-tartine-gourmande-zaragoza,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,zaragoza,llaollao,-,-,--,-,-,https://glovoapp.com/es/es/zaragoza/stores/llaollao-zaragoza,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,zaragoza,Empanadas Malvón,2x1 algunos productos | -10% algunos productos,-10,100%,(108),-,https://glovoapp.com/es/es/zaragoza/stores/empanadas-malvon-zaragoza,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,zaragoza,Taco Bell,-50% algunos productos,-50,89%,(500+),-,https://glovoapp.com/es/es/zaragoza/stores/taco-bell-zar,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,a-coruna,Qkinhas,-,-,100%,(18),-,https://glovoapp.com/es/es/a-coruna/stores/qkinhas-a-coruna,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,a-coruna,Chipi +58,-,-,--,-,-,https://glovoapp.com/es/es/a-coruna/stores/chipi-58-la-coruna,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,a-coruna,Jaque Grill,-,-,--,-,-,https://glovoapp.com/es/es/a-coruna/stores/jaque-grill,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,a-coruna,Hamburguesería Feypo,-,-,100%,(10),-,https://glovoapp.com/es/es/a-coruna/stores/hamburgueseria-feypo-acoruna,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,a-coruna,POLLERÍA CEVICHERÍA NANCY´S – Especialidad Comida Peruana,-,-,94%,(19),-,https://glovoapp.com/es/es/a-coruna/stores/polleria-cevicheria-nancys-especialidad-comida-peruana-a-coruna,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,granada,Bombon Boss,-,-,99%,(131),-,https://glovoapp.com/es/es/granada/stores/bombon-boss-granada,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,granada,La Antigualla,-,-,--,-,-,https://glovoapp.com/es/es/granada/stores/la-antigualla-granada,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,granada,Hoy Sushi,-,-,--,-,-,https://glovoapp.com/es/es/granada/stores/hoy-sushi-granada,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,granada,Bab mansour,-,-,--,-,-,https://glovoapp.com/es/es/granada/stores/bab-mansour-gra,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,granada,Restaurante Yafa,-,-,--,-,-,https://glovoapp.com/es/es/granada/stores/restaurante-yafa-granada,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,palma,La Preferida,-,-,--,-,-,https://glovoapp.com/es/es/palma/stores/la-preferida-palma,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,palma,Vitto Gelateria,-,-,--,-,-,https://glovoapp.com/es/es/palma/stores/vitto-gelateria-palma,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,palma,Gelateria Rosario,-,-,--,-,-,https://glovoapp.com/es/es/palma/stores/gelateria-rosario-palma,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,palma,Horno Santo Cristo,-,-,100%,(57),-,https://glovoapp.com/es/es/palma/stores/horno-santo-cristo-palma,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,palma,LA ROSA VERMUTERÍA,-,-,94%,(37),-,https://glovoapp.com/es/es/palma/stores/la-rosa-vermuteria-palma,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,albacete,La Marteña Caña Y Tapas,-,-,--,-,-,https://glovoapp.com/es/es/albacete/stores/la-martena-cana-y-tapas-albacete,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,albacete,Kebab Albacete,-,-,96%,(33),-,https://glovoapp.com/es/es/albacete/stores/kebab-albacete-albacete,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,albacete,Buddy Boy,-,-,--,-,-,https://glovoapp.com/es/es/albacete/stores/buddy-boy-albacete,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,albacete,Horchatería Los Valencianos - Feria,-,-,90%,(18),-,https://glovoapp.com/es/es/albacete/stores/horchateria-los-valencianos-feria-albacete,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,albacete,Mahalo Poke,-,-,96%,(116),-,https://glovoapp.com/es/es/albacete/stores/mahalo-poke-albacete,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,jerez-de-la-frontera,Aguacate,-,-,--,-,-,https://glovoapp.com/es/es/jerez-de-la-frontera/stores/aguacate-jerez-de-la-frontera,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,jerez-de-la-frontera,CERO CULPA,-,-,93%,(34),-,https://glovoapp.com/es/es/jerez-de-la-frontera/stores/cero-culpa-jerez-de-la-frontera,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,jerez-de-la-frontera,Cocoa,-,-,NUEVO,-,-,https://glovoapp.com/es/es/jerez-de-la-frontera/stores/cocoa-jerez-de-la-frontera,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,jerez-de-la-frontera,Monster Burger,-10% todo el menú | -15% todo el menú,-10,--,-,-,https://glovoapp.com/es/es/jerez-de-la-frontera/stores/restaurante-monster-burger-jerez-de-la-frontera,No,-,Glovo,Abierto
2026-05-11,00:38:21,2026-05-11 00:38:21 CEST,jerez-de-la-frontera,CachopoVa,2x1 algunos productos | -20% algunos productos,-20,91%,(12),-,https://glovoapp.com/es/es/jerez-de-la-frontera/stores/cachopova-jerez-de-la-frontera,No,-,Glovo,Abierto
